iter	Logloss
444	0.06872766099
445	0.06868820669
446	0.06866239734
447	0.06864593694
448	0.06861520284
449	0.06859171221
450	0.06855839751
451	0.06851701237
452	0.06849164699
453	0.06845048766
454	0.06844745127
455	0.06840497986
456	0.06835397006
457	0.06832201841
458	0.06830314704
459	0.06828327938
460	0.06825270477
461	0.06822805711
462	0.06819588437
463	0.06817956225
464	0.0681436873
465	0.06813343775
466	0.06810803191
467	0.06809800232
468	0.06807960849
469	0.06804085429
470	0.0680113621
471	0.06795410401
472	0.06791765621
473	0.06790125235
474	0.06787014095
475	0.06783949558
476	0.06779109389
477	0.06774839294
478	0.06771317937
479	0.06770272565
480	0.06765818506
481	0.06763566939
482	0.06760836353
483	0.06755599225
484	0.06752331847
485	0.06751384521
486	0.06747641807
487	0.06744513566
488	0.06738354675
489	0.06735129859
490	0.06733796232
491	0.06729919872
492	0.06728502099
493	0.06726867137
494	0.06724910026
495	0.06723173664
496	0.06719748931
497	0.06717126846
498	0.06712815896
499	0.06709858145
